,case_number,country,area,sex,age,time,month,decade
2043,1996.12.10,South Africa,Eastern Cape Province,M,27,afternoon,12,1990
2045,1996.12.00.a,New Caledonia,South Province,F,27,unknown,12,1990
2046,1996.11.29.a,USA,California,M,45,morning,11,1990
2047,1996.11.18,USA,Florida,M,26,afternoon,11,1990
2049,1996.10.28.a,Brazil,Pernambuco,M,27,unknown,10,1990
2050,1996.10.09,Okinawa,Miyako Island,M,27,unknown,10,1990
2051,1996.10.05.,USA,California,M,22,afternoon,10,1990
2052,1996.10.03.b,USA,Florida,M,21,morning,10,1990
2053,1996.10.03.a,USA,California,M,31,morning,10,1990
2055,1996.09.18,USA,Florida,M,14,afternoon,09,1990
2056,1996.09.06.b,New Zealand,Chatham Islands,M,23,morning,09,1990
2057,1996.09.06.a,USA,Florida,M,19,afternoon,09,1990
2058,1996.09.02.b,USA,Florida,M,5,evening,09,1990
2059,1996.09.02.a,USA,Florida,M,28,afternoon,09,1990
2060,1996.09.01.b,USA,South Carolina,F,28,afternoon,09,1990
2061,1996.09.01.a,South Africa,Kwazulu-Natal,M,29,morning,09,1990
2062,1996.08.29,USA,Hawaii,M,19,afternoon,08,1990
2063,1996.08.13,USA,California,M,36,morning,08,1990
2064,1996.08.11,USA,Florida,M,21,afternoon,08,1990
2065,1996.07.26,USA,Florida,F,8,evening,07,1990
2066,1996.07.23.b,Okinawa,Miyako,M,52,unknown,07,1990
2067,1996.07.23.a,Egypt,"South Sinai, Gulf Of Aqaba",M,27,evening,07,1990
2068,1996.07.21,USA,Massachusetts,M,46,unknown,07,1990
2069,1996.07.20,USA,Florida,M,9,afternoon,07,1990
2071,1996.07.10,USA,Florida,M,18,afternoon,07,1990
2072,1996.07.04.b,USA,Florida,F,63,afternoon,07,1990
2073,1996.07.04.a,Bahamas,Cat Cay,M,24,unknown,07,1990
2074,1996.06.25,USA,South Carolina,F,24,afternoon,06,1990
2075,1996.06.06,Australia,Victoria,M,27,afternoon,06,1990
2076,1996.06.04,South Africa,Kwazulu-Natal,M,27,unknown,06,1990
2077,1996.05.28,South Africa,Western Cape Province,M,17,afternoon,05,1990
2078,1996.05.24,Australia,New South Wales,M,45,unknown,05,1990
2079,1996.05.18,USA,Florida,M,22,afternoon,05,1990
2081,1996.05.07,USA,Florida,M,27,morning,05,1990
2082,1996.04.28.b,USA,Hawaii,M,27,unknown,04,1990
2083,1996.04.25.b,Australia,New South Wales,M,11,unknown,04,1990
2084,1996.04.25.a,Australia,New South Wales,F,16,unknown,04,1990
2085,1996.04.07,Brazil,Pernambuco,M,27,unknown,04,1990
2086,1996.03.05,Australia,Queensland,F,47,morning,03,1990
2087,1996.03.00,Australia,New South Wales,M,7,unknown,03,1990
2088,1996.02.26,Australia,New South Wales,M,24,night,02,1990
2089,1996.02.19.R,USA,Missouri,F,32,unknown,02,1990
2090,1996.02.10.c,Papua New Guinea,Madang Province,M,27,unknown,02,1990
2094,1996.02.04,Australia,New South Wales,M,7,afternoon,02,1990
2095,1996.01.23,USA,Florida,M,33,unknown,01,1990
2096,1996.01.22,Australia,Queensland,F,13,unknown,01,1990
2097,1996.01.16,USA,Hawaii,M,53,afternoon,01,1990
2100,1996.01.10,Reunion,Saint-Paul,M,25,afternoon,01,1990
2101,1996.00.00.b,Fiji,Taveuni,M,27,unknown,unknown,1990
2102,1996.00.00.a,USA,North Carolina,M,27,unknown,unknown,1990
2103,1995.12.18,USA,Hawaii,M,27,unknown,12,1990
2104,1995.11.29,New Zealand,"Chatham Islands, East Of New Zealand",M,22,unknown,11,1990
2105,1995.11.25.b,USA,Hawaii,M,27,unknown,11,1990
2107,1995.11.17,Australia,Queensland,M,27,unknown,11,1990
2108,1995.10.28.R,USA,Florida,M,13,unknown,10,1990
2109,1995.10.21,USA,Florida,M,17,unknown,10,1990
2110,1995.10.11,Australia,Queensland,F,15,afternoon,10,1990
2111,1995.10.01,USA,Florida,M,39,morning,10,1990
2112,1995.09.30.b,USA,Florida,M,14,morning,09,1990
2113,1995.09.30.a,USA,Florida,M,17,unknown,09,1990
2114,1995.09.28,USA,California,M,25,afternoon,09,1990
2115,1995.09.19.,USA,Florida,M,19,unknown,09,1990
2116,1995.09.17,USA,Florida,F,19,afternoon,09,1990
2117,1995.09.16,Reunion,Saint-Denis,M,27,unknown,09,1990
2118,1995.09.13,USA,Florida,M,25,unknown,09,1990
2119,1995.09.11,Australia,Western Australia,M,29,afternoon,09,1990
2120,1995.09.03.b,USA,California,M,32,afternoon,09,1990
2121,1995.09.03.a,USA,North Carolina,M,9,unknown,09,1990
2122,1995.08.31.b,USA,Florida,M,19,unknown,08,1990
2123,1995.08.31.a,USA,South Carolina,M,44,unknown,08,1990
2124,1995.08.27,Brazil,Pernambuco,M,27,unknown,08,1990
2125,1995.08.26/b,USA,Florida,M,16,evening,08,1990
2126,1995.08.26.a,USA,Florida,M,18,afternoon,08,1990
2127,1995.08.25,USA,North Carolina,M,16,night,08,1990
2128,1995.08.22.c,USA,North Carolina,M,23,afternoon,08,1990
2129,1995.08.22.a,USA,Florida,M,19,evening,08,1990
2131,1995.08.19,Tonga,VavaU,M,18,afternoon,08,1990
2132,1995.08.15,USA,Florida,M,20,morning,08,1990
2133,1995.08.13.a,USA,North Carolina,M,15,unknown,08,1990
2134,1995.08.10.b,USA,Florida,M,20,afternoon,08,1990
2135,1995.08.10.a,USA,South Carolina,F,14,unknown,08,1990
2136,1995.08.07,USA,Florida,M,12,afternoon,08,1990
2137,1995.08.01,Tonga,VavaU,M,27,unknown,08,1990
2138,1995.08.00,USA,California,M,27,unknown,08,1990
2139,1995.07.28.e,USA,Florida,M,27,afternoon,07,1990
2140,1995.07.28.d,USA,Florida,M,27,afternoon,07,1990
2141,1995.07.28.c,USA,Florida,M,18,afternoon,07,1990
2142,1995.07.28.b,USA,Florida,M,18,afternoon,07,1990
2143,1995.07.28.a,USA,South Carolina,M,12,unknown,07,1990
2144,1995.07.24,USA,South Carolina,F,7,unknown,07,1990
2145,1995.07.23,USA,Florida,M,47,unknown,07,1990
2146,1984.11.08,South Africa,Eastern Cape Province,M,14,afternoon,11,1980
2147,1995.07.07,Brazil,Pernambuco,M,18,unknown,07,1990
2148,1995.07.06,USA,Texas,M,34,unknown,07,1990
2149,1995.07.03,USA,Mississippi,F,32,unknown,07,1990
2150,1995.07.00,USA,South Carolina,M,27,unknown,07,1990
2151,1995.06.30,USA,California,M,31,afternoon,06,1990
2152,1995.06.24,USA,California,F,27,unknown,06,1990
2153,1995.06.23,USA,Georgia,M,13,unknown,06,1990
2154,1995.06.17.b,USA,South Carolina,M,27,unknown,06,1990
2155,1995.06.17.a,USA,Florida,M,45,evening,06,1990
2156,1995.06.16,USA,Florida,F,10,afternoon,06,1990
2157,1995.06.14,USA,Hawaii,M,38,morning,06,1990
2158,1995.06.13,Hong Kong,Clearwater Bay,F,45,unknown,06,1990
2159,1995.06.02,Hong Kong,New Territories,M,29,afternoon,06,1990
2161,1995.05.26,USA,Florida,M,15,unknown,05,1990
2162,1995.05.24,Fiji,Yasawa Islands,M,69,unknown,05,1990
2165,1995.04.16,USA,Florida,M,12,morning,04,1990
2166,1995.04.13,USA,Florida,M,20,afternoon,04,1990
2167,1995.04.09.b,Australia,New South Wales,M,27,unknown,04,1990
2168,1995.04.09.a,Japan,Aichi Prefecture,M,47,morning,04,1990
2169,1995.03.21,Australia,New South Wales,F,27,unknown,03,1990
2170,1995.03.11,Australia,South Australia,M,35,morning,03,1990
2172,1995.02.19,South Africa,Eastern Cape Province,M,22,afternoon,02,1990
2174,1995.01.24,South Africa,Kwazulu-Natal,M,14,evening,01,1990
2175,1995.01.02,Brazil,Pernambuco,M,17,unknown,01,1990
2177,1995.00.00.d,Australia,Queensland,M,27,unknown,unknown,1990
2178,1995.00.00.c,USA,North Carolina,M,27,unknown,unknown,1990
2179,1995.00.00.b,USA,South Carolina,M,27,unknown,unknown,1990
2180,1994.12.30,South Africa,Western Cape Province,M,26,afternoon,12,1990
2182,1994.12.13,Brazil,Pernambuco,M,27,unknown,12,1990
2183,1994.12.11,Brazil,Pernambuco,M,27,unknown,12,1990
2185,1994.12.09.b,Australia,Queensland,M,44,unknown,12,1990
2186,1994.12.09.a,USA,California,M,42,morning,12,1990
2187,1994.12.01,Brazil,Pernambuco,M,27,unknown,12,1990
2188,1994.11.25.a,South Africa,Western Cape Province,M,27,unknown,11,1990
2189,1994.11.13,USA,Hawaii,F,34,morning,11,1990
2192,1994.10.17,Brazil,Pernambuco,M,27,unknown,10,1990
2193,1994.10.08,USA,Florida,F,9,afternoon,10,1990
2194,1994.10.05,USA,Florida,M,16,afternoon,10,1990
2195,1994.09.26,USA,South Carolina,F,30,unknown,09,1990
2196,1994.09.21,USA,Oregon,M,43,afternoon,09,1990
2197,1994.09.11.R,USA,Florida,M,19,unknown,09,1990
2198,1994.09.05,USA,Hawaii,F,12,morning,09,1990
2200,1994.07.24,Brazil,Pernambuco,M,15,unknown,07,1990
2201,1994.07.09.d,Brazil,Pernambuco,M,27,unknown,07,1990
2202,1994.07.09.c,Reunion,Saint-Denis,M,24,afternoon,07,1990
2203,1994.07.09.b,South Africa,Eastern Cape Province,M,22,afternoon,07,1990
2204,1994.07.09.a,South Africa,Eastern Cape Province,M,31,afternoon,07,1990
2205,1994.07.08.b,Brazil,Pernambuco,M,27,unknown,07,1990
2206,1994.07.08.a,USA,Florida,M,15,afternoon,07,1990
2207,1994.06.24,Bahamas,Grand Bahama Island,M,30,afternoon,06,1990
2208,1994.05.31.b,USA,Florida,M,24,morning,05,1990
2209,1994.05.31.a,USA,Florida,M,28,morning,05,1990
2210,1994.05.28,USA,Florida,M,35,unknown,05,1990
2211,1994.05.24,USA,Florida,F,36,unknown,05,1990
2212,1994.05.23,USA,Florida,M,26,afternoon,05,1990
2213,1994.05.15,USA,Florida,M,22,morning,05,1990
2214,1994.04.16,USA,California,F,25,unknown,04,1990
2217,1994.04.03,USA,Florida,M,71,afternoon,04,1990
2218,1994.04.02,South Africa,Western Cape Province,M,27,unknown,04,1990
2221,1994.03.07,USA,California,M,33,unknown,03,1990
2222,1994.03.01,Brazil,Pernambuco,M,25,unknown,03,1990
2223,1994.02.27,South Africa,Western Cape Province,M,27,morning,02,1990
2224,1994.02.19,USA,Florida,M,23,afternoon,02,1990
2225,1994.02.13,USA,Hawaii,M,27,afternoon,02,1990
2226,1994.02.12,South Africa,Eastern Cape Province,M,15,afternoon,02,1990
2228,1994.01.31.b,Brazil,Pernambuco,M,27,unknown,01,1990
2229,1994.01.31.a,USA,Hawaii,M,27,unknown,01,1990
2230,1994.01.30,South Africa,Eastern Cape Province,M,44,afternoon,01,1990
2232,1994.01.09,Australia,Queensland,M,23,unknown,01,1990
2233,1994.01.03,South Africa,Kwazulu-Natal,M,33,afternoon,01,1990
2235,1994.00.00.a,USA,Florida,M,27,unknown,unknown,1990
2236,1993.12.00,USA,Hawaii,M,27,unknown,12,1990
2237,1993.11.28,USA,Florida,M,30,unknown,11,1990
2238,1993.11.21,Australia,Western Australia,M,27,afternoon,11,1990
2239,1993.11.12,USA,Hawaii,M,27,morning,11,1990
2240,1993.11.00,Somalia,Banaadir Region,M,27,unknown,11,1990
2241,1993.10.30,USA,California,M,26,afternoon,10,1990
2242,1993.10.26,USA,Florida,F,26,morning,10,1990
2243,1993.10.10,USA,California,F,34,afternoon,10,1990
2245,1993.09.30,Somalia,Banaadir Region,M,21,unknown,09,1990
2246,1993.09.26,South Africa,Western Cape Province,M,36,morning,09,1990
2248,1993.09.16.a,El Salvador,La Libertad,M,17,unknown,09,1990
2249,1993.09.14,USA,Florida,M,19,unknown,09,1990
2250,1993.09.09,USA,Florida,M,16,unknown,09,1990
2251,1993.09.03,Spain,Costa Blanca,M,69,morning,09,1990
2252,1993.08.21,Bahamas,Walkers Cay,M,51,afternoon,08,1990
2254,1993.08.19,USA,Hawaii,M,27,morning,08,1990
2256,1993.08.15.a,USA,North Carolina,F,19,morning,08,1990
2258,1993.08.12,USA,California,M,39,afternoon,08,1990
2259,1993.08.00.b,New Caledonia,South Province,M,27,unknown,08,1990
2261,1993.07.30,South Africa,Eastern Cape Province,M,28,afternoon,07,1990
2262,1993.07.07,USA,Florida,F,12,evening,07,1990
2263,1993.06.30,Brazil,Pernambuco,M,27,unknown,06,1990
2264,1993.06.29,Reunion,Saint-Paul,M,16,unknown,06,1990
2265,1993.06.11.b,Hong Kong,New Territories,M,61,morning,06,1990
2266,1993.06.11.a,Mexico,Quintana Roo,F,42,evening,06,1990
2267,1993.06.10,USA,Hawaii,M,22,morning,06,1990
2268,1993.06.09,Australia,New South Wales,M,31,morning,06,1990
2269,1993.06.05,Australia,Tasmania,F,34,morning,06,1990
2270,1993.06.01,Hong Kong,New Territories,M,42,unknown,06,1990
2271,1993.06.00,USA,North Carolina,F,60,evening,06,1990
2272,1993.05.00.b,Hong Kong,"On The Kowloon Penisula, South Of Sai Kung",F,27,unknown,05,1990
2273,1993.05.00.a,Somalia,Banaadir Region,F,27,unknown,05,1990
2274,1993.04.00,Australia,Tasmania,M,32,unknown,04,1990
2275,1993.03.27,Brazil,Pernambuco,M,27,unknown,03,1990
2276,1993.03.22,USA,Florida,M,25,afternoon,03,1990
2278,1993.03.14,USA,Hawaii,M,35,afternoon,03,1990
2279,1993.03.12,USA,California,M,55,afternoon,03,1990
2281,1993.02.19,Tonga,Tongapatu Group,M,27,night,02,1990
2282,1993.02.18,Tonga,Tongapatu Group,M,27,afternoon,02,1990
2283,1993.02.04,Australia,Queensland,M,69,afternoon,02,1990
2284,1993.01.23,Brazil,Pernambuco,M,15,unknown,01,1990
2285,1993.01.05,Australia,Queensland,M,21,morning,01,1990
2287,1993.01.02,USA,Oregon,M,29,afternoon,01,1990
2288,1993.00.00.d,Angola,West Africa,M,27,unknown,unknown,1990
2292,1992.12.28,USA,Hawaii,M,10,morning,12,1990
2293,1992.12.23,USA,Hawaii,M,30,afternoon,12,1990
2294,1992.11.29,USA,California,M,31,afternoon,11,1990
2295,1992.11.25.a,USA,Florida,M,19,morning,11,1990
2296,1992.11.23,USA,Florida,M,24,afternoon,11,1990
2297,1992.11.14,USA,California,M,46,afternoon,11,1990
2298,1992.11.12.R,Fiji,Wakaya Island,M,30,unknown,11,1990
2299,1992.11.11,USA,California,M,40,afternoon,11,1990
2300,1992.11.05.b,USA,Florida,M,17,afternoon,11,1990
2301,1992.11.05.a,USA,Hawaii,M,18,morning,11,1990
2302,1992.10.29,USA,California,M,40,morning,10,1990
2303,1992.10.22,USA,Hawaii,M,28,morning,10,1990
2304,1992.10.15,Australia,New South Wales,M,27,unknown,10,1990
2306,1992.10.01,Australia,Queensland,M,28,afternoon,10,1990
2307,1992.09.18,Brazil,Pernambuco,M,27,afternoon,09,1990
2308,1992.09.13,USA,Oregon,M,20,afternoon,09,1990
2309,1992.09.11,USA,Florida,F,18,afternoon,09,1990
2310,1992.09.10,Brazil,Pernambuco,M,27,unknown,09,1990
2311,1992.09.00,USA,Florida,M,27,unknown,09,1990
2312,1992.08.29,Bahamas,Abaco Islands,F,34,unknown,08,1990
2313,1992.08.25,Australia,South Australia,M,17,afternoon,08,1990
2314,1992.08.21,USA,Hawaii,M,27,afternoon,08,1990
2315,1992.08.18,USA,California,M,22,afternoon,08,1990
2316,1992.08.17,USA,Florida,M,26,unknown,08,1990
2317,1992.08.00,USA,Florida,M,27,unknown,08,1990
2318,1992.07.23,USA,Hawaii,M,27,unknown,07,1990
2319,1992.07.21,USA,Florida,F,42,afternoon,07,1990
2320,1992.07.08.b,Brazil,Maranhão,M,27,unknown,07,1990
2321,1992.07.08.a,Brazil,Maranhão,M,27,morning,07,1990
2322,1992.06.28.b,Brazil,Pernambuco,M,27,unknown,06,1990
2323,1992.06.28.a,Reunion,Saint-Paul,M,16,afternoon,06,1990
2324,1992.06.19,Vanuatu,Malampa Province,F,21,unknown,06,1990
2327,1992.05.31,USA,North Carolina,M,45,unknown,05,1990
2328,1992.05.22,Reunion,Saint-Joseph,M,27,afternoon,05,1990
2329,1992.05.00,Mexico,Mexico / Caribbean Sea,M,27,unknown,05,1990
2330,1992.04.24,New Zealand,Antarctic Ocean,M,27,afternoon,04,1990
2331,1992.04.09,South Africa,Eastern Cape Province,M,35,afternoon,04,1990
2332,1992.03.28,USA,Hawaii,F,36,unknown,03,1990
2333,1992.03.10,Australia,Victoria,M,17,unknown,03,1990
2334,1992.03.08.c,Japan,Ehime Prefecture,M,41,afternoon,03,1990
2336,1992.03.08.a,USA,Oregon,M,21,morning,03,1990
2337,1992.02.19,USA,Hawaii,M,27,afternoon,02,1990
2338,1992.02.14,Japan,Ehime Prefecture,M,27,morning,02,1990
2339,1992.02.09,Australia,Tasmania,M,19,evening,02,1990
2340,1992.01.29.b,Reunion,La Saline-Les-Bains,M,27,afternoon,01,1990
2341,1992.01.29.a,Australia,New South Wales,M,19,evening,01,1990
2342,1992.01.23,South Africa,Kwazulu-Natal,M,19,afternoon,01,1990
2343,1992.01.08,South Africa,Kwazulu-Natal,M,36,afternoon,01,1990
2345,1992.01.03,Japan,Ehime Prefecture,M,27,unknown,01,1990
2347,1992.00.00,Fiji,Tavenui,M,33,unknown,unknown,1990
2348,1991.12.04,USA,California,M,25,afternoon,12,1990
2349,1991.11.26.b,USA,Hawaii,F,41,morning,11,1990
2350,1991.11.26.a,USA,Hawaii,F,27,morning,11,1990
2351,1991.11.19,USA,Hawaii,M,27,afternoon,11,1990
2352,1991.11.14,USA,Florida,M,27,afternoon,11,1990
2353,1991.11.00,Australia,Western Australia,M,14,unknown,11,1990
2354,1991.10.12,USA,Florida,M,21,morning,10,1990
2355,1991.10.05,USA,California,M,32,morning,10,1990
2357,1991.09.08,Australia,South Australia,M,19,afternoon,09,1990
2358,1991.08.30,Australia,Queensland,M,36,afternoon,08,1990
2359,1991.08.26,USA,South Carolina,M,23,afternoon,08,1990
2360,1991.08.12,USA,Florida,F,10,afternoon,08,1990
2361,1991.08.09,USA,Florida,M,27,unknown,08,1990
2362,1991.07.30,Italy,Ligurian Sea,F,40,afternoon,07,1990
2363,1991.07.27,USA,Florida,M,39,unknown,07,1990
2364,1991.07.18,USA,Florida,M,42,unknown,07,1990
2365,1991.07.07,USA,Florida,M,22,evening,07,1990
2366,1991.07.01.b,Reunion,L'Etang-Salé,M,30,afternoon,07,1990
2367,1991.07.01.a,USA,California,M,32,morning,07,1990
2368,1991.07.00,USA,Virginia,M,13,unknown,07,1990
2370,1991.06.28,Hong Kong,Kowloon Peninsula,M,27,unknown,06,1990
2371,1991.06.26,USA,Florida,M,18,afternoon,06,1990
2372,1991.06.07.b,USA,Florida,M,31,morning,06,1990
2373,1991.06.07.a,Hong Kong,Port Shelter,F,65,unknown,06,1990
2374,1991.05.26,USA,Hawaii,M,23,afternoon,05,1990
2375,1991.05.19,South Africa,Western Cape Province,M,27,afternoon,05,1990
2378,1991.04.16.a,USA,Florida,M,22,morning,04,1990
2379,1991.04.03,USA,Hawaii,M,27,afternoon,04,1990
2380,1991.03.03,Australia,New South Wales,M,18,unknown,03,1990
2381,1991.02.24,USA,Oregon,M,38,morning,02,1990
2382,1991.02.12,South Africa,Western Cape Province,M,20,afternoon,02,1990
2383,1991.01.19,Australia,Queensland,M,35,morning,01,1990
2384,1991.01.09,Australia,Western Australia,M,27,unknown,01,1990
2385,1991.01.00,Australia,Queensland,M,22,unknown,01,1990
2386,1990.12.26,South Africa,Eastern Cape Province,M,27,unknown,12,1980
2387,1990.11.28,Australia,Queensland,M,26,unknown,11,1980
2388,1990.11.03,USA,California,F,27,afternoon,11,1980
2389,1990.11.01,USA,Florida,M,24,morning,11,1980
2390,1990.10.30.b,USA,Florida,M,50,afternoon,10,1980
2391,1990.10.30.a,USA,Florida,M,18,afternoon,10,1980
2392,1990.10.27,Australia,Queensland,M,26,evening,10,1980
2393,1990.10.25,Australia,South Australia,M,27,morning,10,1980
2394,1990.10.20,USA,Florida,M,25,afternoon,10,1980
2395,1990.10.15,USA,Hawaii,M,43,afternoon,10,1980
2396,1990.10.12,USA,Florida,M,19,afternoon,10,1980
2397,1990.09.15,South Africa,Western Cape Province,M,26,afternoon,09,1980
2398,1990.09.08,USA,California,M,49,afternoon,09,1980
2399,1990.09.05,USA,California,M,44,afternoon,09,1980
2400,1990.08.30,USA,Florida,M,30,unknown,08,1980
2401,1990.08.28,USA,California,M,22,afternoon,08,1980
2402,1990.08.19.b,USA,Texas,M,27,unknown,08,1980
2403,1990.08.19.a,USA,Texas,M,18,afternoon,08,1980
2404,1990.07.22,USA,Texas,F,53,evening,07,1980
2405,1990.07.08,USA,Florida,M,17,unknown,07,1980
2406,1990.06.24,South Africa,Western Cape Province,F,21,afternoon,06,1980
2409,1990.05.10,Australia,Queensland,F,30,unknown,05,1980
2411,1990.05.06,South Africa,Eastern Cape Province,M,22,afternoon,05,1980
2412,1990.04.14,South Africa,Eastern Cape Province,M,23,afternoon,04,1980
2413,1990.04.09,Australia,Queensland,M,31,night,04,1980
2414,1990.04.08,Australia,Queensland,M,37,unknown,04,1980
2415,1990.04.07,Australia,Queensland,M,27,unknown,04,1980
2416,1990.04.06,Australia,Queensland,M,29,unknown,04,1980
2417,1990.04.01,USA,Hawaii,M,27,unknown,04,1980
2418,1990.03.24,Fiji,Laucala Island,M,30,unknown,03,1980
2419,1990.03.05,Reunion,Sainte-Marie,M,27,afternoon,03,1980
2420,1990.02.17,USA,Hawaii,M,27,evening,02,1980
2421,1990.02.05,USA,Florida,M,33,unknown,02,1980
2422,1990.01.12,USA,California,M,27,unknown,01,1980
2423,1990.00.00,USA,Florida,M,17,unknown,unknown,1980
2424,1989.12.19,USA,Hawaii,M,27,unknown,12,1980
2425,1989.12.03,Australia,Northern Territory,M,17,unknown,12,1980
2426,1989.12.02,Australia,Queensland,M,27,unknown,12,1980
2427,1989.11.22,Australia,Victoria,M,32,unknown,11,1980
2428,1989.11.18,South Africa,Western Cape Province,M,29,afternoon,11,1980
2429,1989.11.12,USA,Hawaii,M,27,evening,11,1980
2430,1989.11.02,Australia,Queensland,M,10,unknown,11,1980
2431,1989.10.29.R,Australia,Northern Territory,F,31,unknown,10,1980
2432,1989.10.22,Australia,Tasmania,M,17,afternoon,10,1980
2433,1989.10.14,USA,Hawaii,M,27,afternoon,10,1980
2434,1989.10.11,USA,Texas,M,12,evening,10,1980
2435,1989.10.08,USA,North Carolina,M,49,afternoon,10,1980
2436,1989.10.01,Australia,Victoria,M,27,unknown,10,1980
2437,1989.09.17,South Africa,Western Cape Province,M,29,afternoon,09,1980
2438,1989.09.13,USA,Florida,M,51,afternoon,09,1980
2440,1989.09.09.b,USA,California,M,38,afternoon,09,1980
2441,1989.09.09.a,USA,North Carolina,M,31,unknown,09,1980
2442,1989.09.03,USA,California,M,46,unknown,09,1980
2443,1989.08.29,Australia,Queensland,M,30,afternoon,08,1980
2444,1989.08.22.b,USA,Florida,M,21,unknown,08,1980
2445,1989.08.22.a,South Africa,Western Cape Province,M,21,morning,08,1980
2446,1989.08.13,Australia,New South Wales,M,17,morning,08,1980
2447,1989.08.09,Bahamas,Great Exuma Island,F,31,unknown,08,1980
2448,1989.08.06.R,Australia,Queensland,M,41,unknown,08,1980
2450,1989.07.20,South Africa,Eastern Cape Province,M,34,morning,07,1980
2451,1989.07.19,Reunion,Sainte-Suzanne,M,27,afternoon,07,1980
2452,1989.07.14,USA,Florida,M,16,afternoon,07,1980
2453,1989.07.07,USA,Texas,F,9,unknown,07,1980
2454,1989.06.29,USA,Hawaii,M,27,unknown,06,1980
2455,1989.06.17,USA,Louisiana,M,45,unknown,06,1980
2456,1989.06.06,Italy,Tuscany,M,27,afternoon,06,1980
2457,1989.06.05,South Africa,Eastern Cape Province,M,16,afternoon,06,1980
2458,1989.06.03,South Africa,Eastern Cape Province,M,28,afternoon,06,1980
2459,1989.06.00,Japan,Sea Of Japan,M,27,unknown,06,1980
2460,1989.04.23,USA,Florida,M,19,unknown,04,1980
2461,1989.04.12,USA,Washington,M,27,morning,04,1980
2463,1989.04.03,USA,Hawaii,M,27,unknown,04,1980
2464,1989.04.00,USA,Hawaii,M,27,unknown,04,1980
2465,1989.03.09,Australia,South Australia,M,27,evening,03,1980
2466,1989.03.04,Australia,Western Australia,M,27,unknown,03,1980
2467,1989.02.19,South Africa,Western Cape Province,M,27,unknown,02,1980
2468,1989.02.15,South Africa,Kwazulu-Natal,M,26,afternoon,02,1980
2469,1989.02.02,Italy,Tyrrhenian Sea,M,47,morning,02,1980
2470,1989.01.26.b,USA,California,M,24,morning,01,1980
2471,1989.01.26.a,USA,California,F,24,morning,01,1980
2472,1989.01.20.b,USA,Hawaii,M,10,unknown,01,1980
2473,1989.01.20.a,South Africa,Kwazulu-Natal,M,19,evening,01,1980
